Date,Expense Category,Amount
17/08/2020,Fuel,434.74
10/03/2021,Office Supplies,834.76
23/07/2020,Office Supplies,1526.81
18/02/2019,Rent,295.62
05/11/2020,Fuel,1495.51
23/07/2020,Salaries & Benefits,1131.78
15/03/2019,Rent,1576.85
22/06/2019,Salaries & Benefits,1764.57
10/01/2021,Utilities,397.58
02/05/2021,Vehicle Lease,1597.54
01/11/2020,Fuel,1618.43
13/11/2020,Fuel,1548.32
11/09/2022,Salaries & Benefits,399.33
07/05/2022,Rent,700.83
13/03/2021,Office Supplies,495.36
31/01/2019,Rent,1667.43
31/08/2020,Fuel,1012.42
22/09/2019,Salaries & Benefits,576.68
30/12/2022,Rent,1253.36
21/10/2021,Vehicle Lease,149.60
11/02/2020,Office Supplies,1262.85
04/08/2019,Salaries & Benefits,1263.41
30/07/2020,Office Supplies,1528.81
05/06/2020,Vehicle Lease,699.06
26/08/2020,Utilities,1071.67
13/06/2019,Fuel,987.58
11/09/2020,Meals & Entertainment,749.66
23/04/2021,Fuel,127.05
13/10/2019,Office Supplies,768.98
27/07/2021,Fuel,1059.20
24/09/2022,Vehicle Lease,1094.40
03/06/2020,Rent,579.98
13/06/2022,Office Supplies,1217.17
16/02/2022,Fuel,769.75
24/12/2019,Rent,982.75
11/01/2022,Rent,90.56
05/03/2020,Fuel,1641.70
16/01/2020,Vehicle Lease,433.19
14/05/2020,Vehicle Lease,840.12
20/05/2022,Fuel,747.53
19/03/2022,Fuel,1239.20
12/01/2020,Utilities,1365.39
14/05/2022,Salaries & Benefits,312.80
26/09/2019,Fuel,470.70
17/04/2020,Office Supplies,248.90
13/11/2021,Rent,673.87
22/09/2021,Salaries & Benefits,1395.49
24/02/2021,Fuel,1223.28
19/07/2022,Meals & Entertainment,1640.08
15/09/2020,Utilities,1086.36
20/03/2022,Meals & Entertainment,604.57
11/03/2022,Salaries & Benefits,995.71
21/09/2021,Rent,838.98
01/04/2021,Vehicle Lease,253.48
01/01/2019,Office Supplies,915.76
21/12/2022,Meals & Entertainment,1085.86
05/02/2020,Meals & Entertainment,761.62
11/06/2020,Office Supplies,1017.29
13/11/2022,Fuel,1660.29
14/10/2021,Vehicle Lease,1094.64
06/12/2019,Salaries & Benefits,1480.72
04/12/2019,Rent,220.23
14/09/2022,Fuel,855.94
14/11/2022,Office Supplies,1663.93
08/04/2019,Fuel,804.85
05/02/2021,Salaries & Benefits,708.89
10/11/2020,Rent,1084.46
13/04/2020,Salaries & Benefits,1331.94
23/03/2021,Salaries & Benefits,124.49
15/08/2019,Fuel,815.74
13/01/2019,Utilities,1595.95
17/10/2022,Rent,968.41
02/12/2020,Office Supplies,405.31
27/10/2020,Rent,1538.49
16/11/2020,Vehicle Lease,1625.59
22/02/2019,Office Supplies,1722.33
29/06/2021,Meals & Entertainment,417.31
03/01/2022,Office Supplies,1237.69
17/03/2021,Vehicle Lease,1045.13
09/03/2022,Rent,748.23
27/12/2020,Office Supplies,1260.26
31/08/2022,Vehicle Lease,1488.80
26/10/2019,Meals & Entertainment,843.46
12/05/2020,Vehicle Lease,732.31
06/09/2022,Rent,815.01
31/10/2021,Vehicle Lease,1115.00
30/04/2019,Utilities,560.66
02/03/2022,Rent,372.15
10/02/2019,Fuel,1188.17
21/11/2020,Salaries & Benefits,1120.07
18/10/2021,Rent,552.64
14/08/2022,Rent,467.32
28/07/2021,Meals & Entertainment,95.62
20/06/2020,Fuel,741.59
06/12/2019,Rent,311.49
09/11/2019,Office Supplies,114.16
30/06/2021,Rent,302.12
09/10/2020,Vehicle Lease,1248.67
07/12/2022,Salaries & Benefits,831.02
02/03/2021,Meals & Entertainment,1637.10
24/02/2022,Meals & Entertainment,1696.94
19/01/2021,Fuel,259.22
02/06/2021,Meals & Entertainment,462.58
06/09/2022,Rent,1396.44
06/05/2022,Salaries & Benefits,102.80
17/09/2020,Fuel,475.01
04/12/2020,Utilities,1510.32
24/04/2020,Salaries & Benefits,554.51
31/01/2020,Rent,1244.55
11/04/2019,Vehicle Lease,152.69
09/08/2020,Rent,1571.80
07/01/2020,Salaries & Benefits,1099.51
06/02/2020,Rent,1148.31
20/11/2021,Office Supplies,1444.06
13/07/2019,Utilities,575.58
19/01/2021,Rent,884.66
14/03/2022,Vehicle Lease,694.53
15/12/2022,Vehicle Lease,1490.35
21/03/2020,Salaries & Benefits,756.00
27/12/2020,Fuel,465.00
26/03/2022,Office Supplies,1132.39
01/02/2022,Utilities,871.34
23/01/2019,Office Supplies,538.18
18/02/2022,Utilities,689.27
15/04/2021,Meals & Entertainment,258.93
20/12/2020,Fuel,1209.45
23/10/2021,Office Supplies,775.22
30/01/2019,Meals & Entertainment,795.52
09/12/2021,Vehicle Lease,937.32
08/05/2019,Utilities,889.75
27/06/2021,Fuel,1765.81
26/05/2022,Vehicle Lease,761.18
04/11/2022,Meals & Entertainment,1503.69
18/10/2020,Office Supplies,817.09
28/12/2022,Utilities,574.42
17/07/2019,Meals & Entertainment,98.07
17/10/2020,Salaries & Benefits,1491.15
30/05/2019,Vehicle Lease,1049.82
15/08/2022,Utilities,1504.02
13/02/2022,Fuel,958.13
11/06/2019,Office Supplies,557.27
09/05/2019,Vehicle Lease,569.56
12/02/2021,Utilities,1369.65
01/03/2021,Vehicle Lease,833.32
05/06/2022,Fuel,1059.20
29/10/2020,Office Supplies,176.46
15/07/2019,Office Supplies,106.38
24/11/2022,Office Supplies,633.92
27/04/2022,Office Supplies,1168.02
24/05/2021,Fuel,411.02
11/10/2020,Meals & Entertainment,1694.11
21/10/2019,Rent,1764.68
30/09/2020,Meals & Entertainment,310.21
15/01/2020,Vehicle Lease,1575.52
09/04/2022,Salaries & Benefits,1359.32
21/06/2020,Utilities,759.74
09/11/2021,Vehicle Lease,1041.04
14/04/2019,Vehicle Lease,1247.38
03/05/2019,Utilities,1152.02
12/03/2020,Fuel,1020.11
28/02/2021,Salaries & Benefits,1597.36
24/11/2021,Utilities,643.44
02/12/2021,Meals & Entertainment,774.42
12/09/2021,Fuel,357.43
02/04/2020,Rent,120.37
28/12/2021,Fuel,1146.04
02/08/2022,Office Supplies,657.89
18/06/2020,Vehicle Lease,398.10
31/12/2022,Vehicle Lease,695.23
27/05/2022,Vehicle Lease,364.49
13/12/2022,Office Supplies,1492.06
03/02/2022,Vehicle Lease,299.97
05/12/2019,Meals & Entertainment,793.60
03/03/2022,Office Supplies,1761.65
04/09/2019,Rent,502.68
20/01/2019,Salaries & Benefits,373.82
12/03/2022,Salaries & Benefits,113.46
05/02/2019,Salaries & Benefits,849.32
19/02/2021,Fuel,579.82
19/01/2020,Utilities,960.20
08/01/2021,Office Supplies,1491.69
08/06/2021,Meals & Entertainment,1544.06
16/05/2019,Meals & Entertainment,795.49
21/07/2021,Utilities,564.35
19/03/2021,Utilities,1572.71
13/07/2022,Salaries & Benefits,434.76
20/05/2021,Vehicle Lease,238.21
08/10/2020,Vehicle Lease,489.79
17/11/2019,Vehicle Lease,957.13
25/01/2020,Salaries & Benefits,1325.80
17/06/2019,Office Supplies,197.57
21/09/2022,Office Supplies,1235.39
15/11/2022,Utilities,1461.80
23/09/2021,Meals & Entertainment,702.96
25/02/2021,Office Supplies,538.85
11/01/2020,Rent,1700.00
15/01/2021,Office Supplies,1027.63
27/04/2019,Fuel,686.81
27/03/2022,Salaries & Benefits,798.63
27/02/2021,Utilities,763.87
31/03/2020,Vehicle Lease,311.13
26/04/2020,Salaries & Benefits,977.46
25/10/2021,Office Supplies,533.36
08/03/2020,Vehicle Lease,712.04
28/03/2021,Meals & Entertainment,970.82
20/05/2020,Utilities,224.50
12/04/2022,Salaries & Benefits,834.29
01/01/2021,Salaries & Benefits,198.38
20/07/2020,Vehicle Lease,1200.53
14/08/2021,Utilities,931.33
28/07/2021,Vehicle Lease,490.84
14/08/2019,Office Supplies,783.30
01/04/2021,Rent,1061.57
27/02/2019,Fuel,101.97
02/10/2022,Utilities,1429.76
27/06/2019,Rent,1446.42
01/10/2022,Office Supplies,1220.12
16/02/2019,Utilities,1539.93
03/05/2020,Rent,492.81
08/04/2019,Fuel,446.99
18/09/2020,Meals & Entertainment,1336.22
07/05/2020,Office Supplies,1638.98
23/09/2020,Rent,988.06
18/01/2020,Meals & Entertainment,310.88
22/04/2020,Vehicle Lease,1688.89
17/04/2020,Utilities,1610.22
17/11/2021,Office Supplies,1159.60
19/02/2019,Fuel,921.68
25/11/2020,Vehicle Lease,681.57
23/02/2019,Meals & Entertainment,910.91
05/02/2022,Salaries & Benefits,1266.64
24/03/2020,Meals & Entertainment,1034.92
27/03/2019,Utilities,1765.12
31/10/2022,Salaries & Benefits,1765.52
10/03/2019,Utilities,334.76
27/05/2022,Meals & Entertainment,941.52
03/01/2022,Fuel,1286.20
15/04/2022,Utilities,707.29
30/04/2019,Fuel,911.55
21/08/2021,Utilities,438.95
29/11/2020,Rent,1173.15
25/03/2021,Rent,680.87
26/11/2021,Fuel,1405.06
18/05/2020,Fuel,942.15
07/02/2020,Meals & Entertainment,459.87
07/04/2020,Fuel,1035.53
17/08/2019,Utilities,701.49
17/12/2022,Office Supplies,719.31
27/04/2022,Office Supplies,1426.81
26/07/2022,Utilities,905.82
28/02/2021,Utilities,1426.85
16/07/2021,Meals & Entertainment,862.09
15/06/2020,Utilities,1138.73
14/06/2019,Office Supplies,1108.84
20/10/2021,Rent,1630.86
13/11/2022,Rent,255.23
19/12/2021,Vehicle Lease,1231.70
17/03/2019,Vehicle Lease,257.56
28/03/2020,Rent,899.90
24/07/2019,Fuel,339.77
14/07/2020,Utilities,1004.39
16/11/2019,Rent,594.70
27/08/2020,Fuel,1319.56
09/03/2021,Fuel,259.77
21/03/2019,Salaries & Benefits,148.88
15/10/2020,Salaries & Benefits,581.76
10/03/2022,Meals & Entertainment,1213.00
05/11/2019,Meals & Entertainment,391.40
12/02/2020,Meals & Entertainment,607.33
20/04/2021,Salaries & Benefits,751.05
08/11/2021,Utilities,1265.04
06/10/2022,Fuel,249.04
24/09/2020,Salaries & Benefits,1187.85
01/07/2022,Utilities,1171.49
09/03/2022,Office Supplies,836.39
16/06/2022,Fuel,770.58
21/06/2020,Rent,1548.37
16/11/2019,Fuel,1132.42
24/08/2022,Rent,1748.31
14/08/2019,Office Supplies,1365.28
09/10/2019,Fuel,271.96
23/02/2021,Utilities,976.75
27/07/2021,Rent,1133.90
08/04/2020,Vehicle Lease,386.34
05/01/2019,Utilities,569.46
15/04/2022,Meals & Entertainment,1034.53
14/08/2021,Office Supplies,1781.16
03/02/2020,Vehicle Lease,1069.56
20/02/2022,Office Supplies,1744.33
24/07/2019,Fuel,686.26
25/04/2022,Fuel,919.82
19/02/2021,Fuel,1806.28
23/10/2020,Rent,1279.24
23/03/2020,Salaries & Benefits,974.23
23/05/2022,Fuel,1101.09
24/01/2019,Office Supplies,1789.12
06/06/2021,Meals & Entertainment,1272.85
01/11/2020,Office Supplies,163.42
07/07/2021,Office Supplies,1214.10
04/07/2021,Utilities,1500.20
16/04/2019,Rent,1533.00
14/07/2020,Rent,1686.63
26/04/2020,Office Supplies,533.05
30/09/2020,Office Supplies,761.03
29/09/2019,Meals & Entertainment,1125.55
19/10/2020,Fuel,251.19
21/08/2020,Utilities,1685.04
07/03/2021,Office Supplies,789.64
03/09/2021,Vehicle Lease,1362.98
27/09/2022,Vehicle Lease,863.77
01/03/2020,Rent,689.67
16/06/2020,Rent,762.88
13/03/2019,Utilities,626.92
14/10/2019,Office Supplies,979.69
16/04/2019,Vehicle Lease,446.68
05/11/2020,Rent,1307.67
22/11/2019,Office Supplies,1324.47
15/11/2022,Salaries & Benefits,856.62
23/01/2019,Vehicle Lease,1450.19
25/05/2019,Rent,1655.29
15/01/2021,Office Supplies,321.27
23/08/2020,Meals & Entertainment,1676.69
15/09/2022,Utilities,829.84
21/09/2019,Salaries & Benefits,358.25
10/02/2021,Rent,541.53
28/01/2021,Meals & Entertainment,1581.55
03/07/2021,Utilities,1530.03
25/05/2021,Rent,1153.50
07/02/2022,Rent,1498.50
27/10/2019,Utilities,728.57
28/12/2022,Fuel,339.25
15/01/2022,Office Supplies,1666.81
02/03/2019,Meals & Entertainment,1499.57
01/03/2021,Meals & Entertainment,401.97
11/02/2022,Salaries & Benefits,469.00
08/10/2021,Meals & Entertainment,987.08
23/09/2022,Salaries & Benefits,1340.11
27/03/2021,Vehicle Lease,1290.39
23/10/2022,Fuel,144.93
15/05/2020,Salaries & Benefits,567.30
20/08/2021,Meals & Entertainment,156.25
31/01/2019,Fuel,795.53
02/05/2021,Rent,1001.51
16/03/2020,Office Supplies,1047.05
17/12/2022,Utilities,1602.19
10/06/2020,Rent,134.00
26/07/2021,Office Supplies,1401.51
30/09/2019,Meals & Entertainment,1614.95
12/05/2021,Utilities,105.55
24/07/2021,Meals & Entertainment,485.54
04/06/2019,Office Supplies,1497.90
05/11/2020,Meals & Entertainment,107.17
06/03/2019,Utilities,1529.36
22/02/2019,Vehicle Lease,703.28
18/11/2021,Vehicle Lease,1384.87
22/02/2020,Meals & Entertainment,1564.60
10/09/2019,Utilities,937.44
20/05/2021,Vehicle Lease,133.08
28/04/2022,Fuel,853.77
16/11/2021,Fuel,861.92
17/07/2022,Meals & Entertainment,1088.38
25/02/2022,Meals & Entertainment,1423.39
10/01/2021,Office Supplies,1179.76
27/02/2020,Rent,312.05
27/07/2022,Rent,625.93
17/04/2019,Meals & Entertainment,895.57
07/10/2022,Office Supplies,1643.21
06/10/2020,Vehicle Lease,789.41
19/02/2022,Salaries & Benefits,845.07
03/01/2019,Vehicle Lease,1445.57
29/11/2019,Vehicle Lease,995.15
27/09/2021,Office Supplies,1600.30
21/10/2021,Meals & Entertainment,608.48
03/02/2019,Fuel,1789.26
01/02/2022,Meals & Entertainment,670.81
29/09/2022,Rent,1195.93
01/08/2019,Fuel,1253.89
21/07/2021,Office Supplies,232.27
13/01/2020,Utilities,527.69
01/03/2020,Vehicle Lease,347.76
15/09/2020,Salaries & Benefits,107.32
11/03/2019,Office Supplies,316.27
01/04/2019,Utilities,1275.86
28/12/2021,Meals & Entertainment,863.90
05/08/2019,Fuel,1455.43
28/03/2021,Fuel,657.57
13/05/2020,Rent,1496.03
21/05/2022,Utilities,1729.89
29/06/2020,Rent,843.09
30/03/2021,Meals & Entertainment,829.27
17/04/2020,Rent,482.38
31/05/2019,Fuel,430.52
09/01/2020,Fuel,661.19
30/03/2021,Office Supplies,1193.48
27/05/2020,Utilities,1046.74
28/09/2022,Utilities,1356.57
18/11/2021,Utilities,848.76
16/05/2021,Meals & Entertainment,1529.43
17/02/2020,Fuel,162.20
04/01/2022,Meals & Entertainment,856.67
08/09/2022,Meals & Entertainment,913.74
21/02/2020,Fuel,1044.79
29/12/2020,Fuel,711.76
15/03/2021,Utilities,1057.49
12/02/2021,Office Supplies,1336.31
04/05/2019,Rent,466.66
14/04/2021,Office Supplies,518.17
22/04/2019,Meals & Entertainment,676.16
15/03/2021,Rent,1455.42
04/07/2020,Fuel,1694.85
13/05/2022,Vehicle Lease,751.91
23/04/2021,Office Supplies,497.11
15/02/2022,Vehicle Lease,466.02
10/10/2020,Rent,1609.68
01/06/2021,Vehicle Lease,1471.81
30/07/2021,Office Supplies,895.83
26/04/2019,Fuel,732.95
08/02/2021,Salaries & Benefits,375.22
01/11/2022,Meals & Entertainment,1019.21
21/03/2022,Office Supplies,1084.72
03/11/2021,Utilities,1174.39
10/12/2022,Utilities,159.98
29/07/2019,Utilities,890.79
04/08/2020,Salaries & Benefits,332.36
24/04/2020,Vehicle Lease,854.42
30/07/2022,Meals & Entertainment,382.94
14/10/2021,Rent,430.78
10/04/2022,Utilities,903.03
06/05/2019,Rent,1020.29
13/10/2022,Vehicle Lease,1201.52
27/06/2019,Utilities,1291.22
06/06/2020,Salaries & Benefits,1078.53
14/01/2021,Rent,1439.43
27/10/2019,Fuel,815.48
02/02/2020,Utilities,775.56
20/06/2022,Vehicle Lease,710.55
19/12/2022,Salaries & Benefits,460.55
10/09/2020,Utilities,1706.66
23/03/2020,Fuel,1694.30
05/06/2020,Vehicle Lease,932.87
05/05/2019,Vehicle Lease,622.19
18/03/2019,Fuel,1478.36
30/09/2019,Rent,1799.10
04/03/2021,Rent,740.12
07/09/2022,Meals & Entertainment,299.06
30/09/2019,Fuel,1301.64
05/09/2021,Vehicle Lease,612.51
08/12/2020,Fuel,1333.48
28/12/2019,Fuel,1351.59
09/10/2019,Salaries & Benefits,964.82
08/04/2020,Vehicle Lease,821.56
16/03/2022,Meals & Entertainment,1705.53
16/02/2020,Salaries & Benefits,774.07
08/05/2019,Office Supplies,181.60
07/08/2022,Meals & Entertainment,247.47
05/01/2019,Vehicle Lease,1588.36
13/04/2020,Meals & Entertainment,352.03
16/12/2019,Vehicle Lease,1591.12
12/06/2019,Vehicle Lease,435.52
08/08/2019,Vehicle Lease,464.39
15/06/2020,Vehicle Lease,1743.94
08/02/2019,Fuel,1083.39
14/02/2019,Utilities,1447.03
17/11/2021,Fuel,1804.27
20/11/2021,Salaries & Benefits,1182.92
27/03/2020,Utilities,1414.44
12/08/2022,Fuel,1526.23
03/07/2022,Office Supplies,713.46
21/10/2019,Salaries & Benefits,717.12
16/03/2021,Salaries & Benefits,1206.76
08/07/2022,Utilities,443.38
21/03/2020,Fuel,1178.26
11/08/2019,Salaries & Benefits,530.56
21/11/2021,Salaries & Benefits,659.01
18/03/2020,Utilities,1278.97
28/06/2022,Rent,141.83
01/11/2022,Utilities,1661.51
20/09/2019,Office Supplies,1478.73
02/05/2020,Vehicle Lease,267.81
20/11/2020,Fuel,1021.19
19/06/2019,Fuel,935.62
05/06/2020,Meals & Entertainment,887.15
18/10/2021,Office Supplies,1048.02
10/03/2020,Utilities,365.05
26/03/2022,Office Supplies,1379.40
23/06/2019,Vehicle Lease,1274.62
03/08/2020,Office Supplies,302.74
21/04/2019,Meals & Entertainment,1752.66
28/08/2021,Office Supplies,1221.54
04/07/2019,Salaries & Benefits,1290.67
19/05/2019,Office Supplies,638.50
17/02/2020,Meals & Entertainment,311.18
10/07/2022,Meals & Entertainment,417.04
29/04/2020,Rent,962.75
30/11/2022,Rent,668.15
14/04/2020,Vehicle Lease,1260.75
03/02/2019,Fuel,1036.00
22/09/2022,Fuel,1375.16
30/06/2020,Vehicle Lease,1375.89
29/03/2022,Meals & Entertainment,191.58
31/12/2021,Rent,1575.02
05/10/2019,Salaries & Benefits,990.90
28/05/2020,Vehicle Lease,1453.78
05/11/2022,Rent,1224.74
07/06/2022,Meals & Entertainment,1252.10
12/01/2022,Vehicle Lease,987.56
10/07/2020,Rent,389.10
26/06/2019,Rent,320.22
21/07/2022,Vehicle Lease,1228.76
14/07/2022,Rent,1447.81
08/01/2021,Office Supplies,1610.50
03/10/2022,Fuel,183.13
07/02/2020,Salaries & Benefits,492.13
19/07/2019,Vehicle Lease,350.35
04/05/2021,Rent,549.60
01/08/2021,Meals & Entertainment,1435.94
04/05/2020,Office Supplies,1145.71
27/11/2022,Office Supplies,951.78
15/08/2020,Fuel,1118.98
22/09/2020,Vehicle Lease,656.34
14/05/2021,Rent,328.87
19/01/2019,Meals & Entertainment,508.70
14/03/2022,Rent,391.04
08/08/2022,Office Supplies,583.06
20/04/2022,Vehicle Lease,939.79
20/12/2019,Vehicle Lease,867.26
17/10/2021,Utilities,744.69
11/07/2020,Vehicle Lease,1005.47
14/07/2019,Vehicle Lease,352.86
25/09/2021,Meals & Entertainment,1685.15
16/05/2022,Office Supplies,1284.80
27/08/2020,Fuel,255.13
20/07/2020,Salaries & Benefits,1330.46
23/06/2019,Salaries & Benefits,1052.69
12/08/2020,Utilities,1038.44
30/01/2020,Salaries & Benefits,194.55
27/01/2022,Rent,1033.11
29/06/2022,Rent,359.78
20/02/2021,Vehicle Lease,178.17
16/04/2019,Salaries & Benefits,1448.08
01/06/2022,Fuel,1628.37
12/04/2019,Office Supplies,853.39
29/04/2019,Fuel,1179.21
25/09/2019,Rent,1229.58
17/03/2022,Salaries & Benefits,1170.65
26/12/2019,Utilities,1337.46
05/04/2022,Office Supplies,948.15
23/12/2020,Office Supplies,1116.44
19/02/2022,Office Supplies,1320.50
08/11/2019,Fuel,503.48
25/02/2021,Rent,348.31
20/09/2021,Salaries & Benefits,469.52
20/02/2022,Meals & Entertainment,1144.39
28/08/2019,Meals & Entertainment,804.87
07/07/2022,Rent,390.97
15/08/2022,Utilities,641.71
21/03/2019,Office Supplies,504.12
09/02/2022,Rent,542.49
31/07/2022,Rent,1330.27
11/10/2022,Vehicle Lease,891.38
12/07/2020,Rent,314.81
01/03/2022,Utilities,1192.10
09/05/2020,Salaries & Benefits,636.28
05/07/2022,Utilities,1000.75
13/09/2019,Utilities,159.12
17/10/2021,Rent,196.92
14/01/2022,Fuel,700.94
28/05/2019,Utilities,1046.45
08/07/2020,Salaries & Benefits,800.77
28/07/2019,Utilities,454.40
08/06/2022,Office Supplies,1133.57
10/07/2019,Rent,443.12
06/01/2021,Salaries & Benefits,114.34
05/03/2019,Rent,1223.57
27/06/2022,Fuel,959.60
17/06/2022,Rent,1556.46
04/09/2019,Utilities,315.09
14/10/2021,Salaries & Benefits,627.84
11/04/2022,Office Supplies,179.77
20/07/2020,Fuel,1666.20
04/12/2020,Meals & Entertainment,1337.36
20/03/2021,Rent,1583.21
22/01/2021,Salaries & Benefits,1586.59
06/09/2020,Rent,627.20
17/08/2019,Rent,1805.55
04/12/2021,Meals & Entertainment,143.54
07/02/2020,Rent,1430.08
07/11/2022,Utilities,1113.54
04/10/2022,Vehicle Lease,315.96
19/12/2022,Utilities,1331.01
21/10/2021,Salaries & Benefits,211.05
04/11/2022,Vehicle Lease,1474.53
19/07/2020,Salaries & Benefits,1624.87
28/03/2019,Salaries & Benefits,1617.40
09/08/2022,Meals & Entertainment,240.29
20/05/2022,Rent,634.23
29/03/2021,Vehicle Lease,965.02
06/11/2021,Salaries & Benefits,407.81
01/11/2022,Rent,153.73
29/09/2022,Vehicle Lease,782.28
17/02/2019,Fuel,1274.91
18/08/2022,Utilities,1694.25
02/08/2022,Meals & Entertainment,443.06
29/08/2022,Salaries & Benefits,1195.77
16/04/2022,Vehicle Lease,1165.57
26/12/2020,Rent,168.81
02/09/2022,Vehicle Lease,177.14
07/07/2020,Meals & Entertainment,1295.27
14/06/2022,Fuel,1029.12
17/09/2020,Vehicle Lease,1380.58
04/08/2020,Rent,491.22
19/03/2021,Salaries & Benefits,659.69
21/11/2022,Rent,1073.56
01/08/2019,Utilities,1140.74
02/05/2020,Rent,1537.66
28/08/2019,Rent,968.73
02/03/2022,Meals & Entertainment,964.67
10/10/2022,Salaries & Benefits,633.49
24/08/2019,Fuel,1636.67
03/05/2020,Meals & Entertainment,129.82
01/05/2019,Meals & Entertainment,740.00
24/11/2020,Salaries & Benefits,651.83
01/04/2019,Fuel,897.41
22/12/2020,Fuel,1550.81
19/10/2020,Meals & Entertainment,323.44
12/04/2021,Office Supplies,1181.66
18/12/2021,Fuel,540.05
04/08/2020,Salaries & Benefits,1104.33
27/04/2021,Fuel,1201.10
30/11/2020,Salaries & Benefits,1596.63
10/12/2021,Utilities,1247.02
27/06/2021,Vehicle Lease,577.79
13/09/2020,Salaries & Benefits,165.34
10/06/2021,Meals & Entertainment,1312.07
26/11/2020,Office Supplies,693.48
26/10/2019,Utilities,1377.86
24/04/2020,Rent,238.41
21/08/2019,Fuel,727.44
05/08/2020,Fuel,615.87
14/06/2020,Office Supplies,228.08
08/04/2022,Vehicle Lease,340.00
22/03/2022,Meals & Entertainment,209.27
06/04/2019,Utilities,1603.75
29/07/2022,Rent,674.26
30/09/2020,Rent,291.15
19/01/2019,Utilities,1644.81
10/06/2019,Salaries & Benefits,1569.52
28/12/2020,Rent,1439.43
11/03/2019,Utilities,376.85
21/10/2019,Office Supplies,1128.85
05/04/2022,Office Supplies,181.49
11/11/2019,Fuel,1598.53
21/03/2020,Meals & Entertainment,1511.97
23/02/2021,Meals & Entertainment,875.77
05/03/2022,Rent,701.49
25/05/2021,Office Supplies,1162.11
26/09/2022,Salaries & Benefits,1452.98
09/05/2019,Rent,1556.33
14/05/2019,Meals & Entertainment,1387.66
30/10/2022,Office Supplies,465.71
23/11/2019,Vehicle Lease,1221.37
28/10/2021,Office Supplies,261.39
12/04/2019,Rent,804.65
27/12/2022,Fuel,109.88
25/05/2019,Utilities,320.54
03/03/2019,Fuel,857.52
13/01/2022,Utilities,1780.14
15/04/2019,Office Supplies,1358.64
17/12/2019,Office Supplies,231.63
05/10/2021,Rent,379.69
18/10/2020,Rent,101.39
09/04/2020,Vehicle Lease,1586.38
14/11/2020,Salaries & Benefits,1805.55
04/12/2021,Salaries & Benefits,1285.12
11/01/2019,Meals & Entertainment,1507.94
04/04/2021,Office Supplies,339.93
03/07/2019,Utilities,1625.67
20/07/2021,Fuel,752.30
29/01/2020,Fuel,813.74
22/05/2021,Meals & Entertainment,1188.69
15/10/2021,Salaries & Benefits,1240.41
11/07/2020,Office Supplies,134.35
26/04/2020,Meals & Entertainment,1661.62
29/04/2021,Fuel,1645.69
12/11/2019,Vehicle Lease,465.30
09/01/2019,Office Supplies,401.24
19/01/2019,Salaries & Benefits,1266.11
06/09/2020,Fuel,1223.36
08/08/2020,Fuel,740.03
04/12/2022,Meals & Entertainment,1535.16
19/07/2019,Rent,766.55
04/07/2022,Rent,1616.96
09/05/2020,Utilities,1253.64
31/12/2020,Vehicle Lease,835.81
26/10/2019,Salaries & Benefits,108.68
15/12/2021,Meals & Entertainment,1707.90
23/08/2020,Salaries & Benefits,770.82
27/11/2019,Meals & Entertainment,282.11
28/04/2021,Fuel,385.18
09/11/2020,Salaries & Benefits,1438.56
12/09/2019,Fuel,573.88
19/07/2022,Salaries & Benefits,171.53
10/12/2022,Office Supplies,1385.42
20/01/2022,Meals & Entertainment,424.76
31/12/2022,Office Supplies,1559.88
28/10/2019,Vehicle Lease,152.22
18/03/2021,Rent,319.94
09/06/2020,Vehicle Lease,626.93
16/08/2019,Salaries & Benefits,1624.05
24/06/2022,Office Supplies,468.56
22/11/2020,Rent,247.65
21/12/2021,Utilities,1587.29
06/04/2019,Office Supplies,1388.52
11/02/2020,Fuel,476.16
25/04/2022,Utilities,310.83
18/06/2019,Utilities,420.85
22/01/2019,Salaries & Benefits,466.77
06/02/2020,Rent,984.62
23/11/2021,Rent,248.49
14/06/2021,Meals & Entertainment,1610.36
18/10/2022,Salaries & Benefits,1176.90
30/03/2021,Office Supplies,1031.51
13/09/2020,Vehicle Lease,371.79
26/05/2020,Utilities,548.42
31/03/2022,Meals & Entertainment,343.35
20/12/2019,Office Supplies,1729.72
31/05/2021,Salaries & Benefits,976.33
24/06/2020,Meals & Entertainment,809.96
28/07/2019,Utilities,810.40
10/12/2019,Utilities,274.24
10/02/2021,Office Supplies,740.78
04/12/2019,Vehicle Lease,135.54
17/11/2022,Rent,1198.41
25/02/2020,Utilities,560.04
11/05/2022,Utilities,1491.37
15/11/2022,Meals & Entertainment,1500.49
25/08/2021,Vehicle Lease,1119.70
13/02/2022,Meals & Entertainment,835.24
30/08/2021,Vehicle Lease,1229.19
22/01/2021,Vehicle Lease,1093.27
18/03/2020,Meals & Entertainment,980.51
12/04/2020,Vehicle Lease,1553.21
29/04/2021,Office Supplies,1569.78
17/04/2019,Meals & Entertainment,740.68
02/04/2019,Vehicle Lease,1481.14
25/09/2020,Vehicle Lease,1630.35
14/12/2019,Fuel,1634.62
24/12/2020,Utilities,147.35
04/05/2020,Fuel,1291.18
13/02/2020,Office Supplies,1105.31
24/12/2022,Office Supplies,523.24
27/01/2020,Vehicle Lease,1514.30
08/09/2022,Salaries & Benefits,323.62
19/02/2020,Salaries & Benefits,1439.64
10/05/2020,Fuel,900.38
28/06/2020,Fuel,843.17
29/07/2022,Utilities,251.97
