Date,Expense Category,Amount
07/14/2021,Rent,1706.81
11/04/2019,Vehicle Lease,129.82
04/11/2021,Salaries & Benefits,1902.67
03/22/2021,Office Supplies,430.82
11/13/2020,Fuel,468.53
04/07/2020,Salaries & Benefits,291.25
08/28/2022,Fuel,322.07
07/02/2021,Fuel,1356.05
05/21/2021,Meals & Entertainment,1965.44
05/01/2019,Salaries & Benefits,1404.86
11/18/2019,Salaries & Benefits,1484.14
05/22/2021,Meals & Entertainment,1161.04
10/23/2020,Rent,1670.24
04/04/2020,Rent,1546.52
10/02/2021,Fuel,1127.85
01/18/2022,Rent,1678.44
08/13/2022,Salaries & Benefits,1951.35
12/09/2019,Office Supplies,1003.57
01/06/2022,Vehicle Lease,1292.84
08/06/2019,Rent,1340.60
05/30/2020,Meals & Entertainment,425.06
03/12/2022,Office Supplies,1913.85
11/12/2022,Rent,647.46
03/02/2021,Meals & Entertainment,262.29
06/07/2019,Vehicle Lease,353.98
05/14/2022,Fuel,351.10
04/04/2020,Fuel,261.34
03/02/2021,Utilities,1671.29
10/18/2019,Salaries & Benefits,722.16
08/29/2021,Meals & Entertainment,555.08
09/26/2019,Utilities,392.40
02/05/2022,Rent,1506.45
03/22/2021,Utilities,1953.56
01/23/2019,Fuel,307.58
09/29/2022,Rent,1338.02
03/20/2020,Fuel,1244.64
09/22/2020,Salaries & Benefits,1602.72
08/15/2020,Fuel,743.35
11/13/2021,Salaries & Benefits,743.66
03/21/2020,Vehicle Lease,806.50
10/06/2022,Utilities,300.93
10/08/2022,Office Supplies,1414.61
04/12/2021,Fuel,1026.83
11/03/2020,Vehicle Lease,642.98
10/08/2022,Rent,758.05
07/20/2020,Meals & Entertainment,186.43
11/28/2021,Office Supplies,1287.69
01/18/2019,Meals & Entertainment,649.19
03/08/2021,Office Supplies,331.81
05/15/2021,Fuel,1763.67
03/30/2020,Salaries & Benefits,968.80
01/12/2019,Vehicle Lease,1484.73
10/05/2020,Rent,1523.22
01/10/2022,Utilities,1916.46
09/02/2021,Rent,572.12
02/23/2022,Rent,1829.65
08/30/2019,Vehicle Lease,1313.62
03/06/2019,Fuel,578.13
10/29/2021,Vehicle Lease,369.84
12/06/2020,Rent,960.55
08/31/2022,Utilities,284.97
08/22/2020,Office Supplies,407.49
06/25/2021,Office Supplies,1898.40
01/19/2021,Rent,704.28
08/08/2019,Rent,1383.86
07/03/2019,Office Supplies,214.86
09/21/2021,Office Supplies,1306.52
07/03/2019,Vehicle Lease,416.83
01/26/2020,Meals & Entertainment,1650.89
07/11/2020,Meals & Entertainment,508.26
07/14/2021,Meals & Entertainment,1331.04
04/10/2022,Meals & Entertainment,499.03
10/18/2020,Vehicle Lease,1603.95
03/29/2022,Fuel,716.92
01/28/2021,Meals & Entertainment,1449.55
08/23/2021,Rent,1455.44
02/09/2020,Rent,954.34
10/15/2021,Salaries & Benefits,815.73
02/11/2021,Fuel,1725.20
01/21/2021,Vehicle Lease,940.88
10/27/2022,Utilities,1205.64
07/30/2022,Rent,353.69
12/15/2019,Meals & Entertainment,1782.42
11/17/2021,Salaries & Benefits,1813.31
02/03/2019,Fuel,486.91
10/03/2020,Utilities,1092.19
09/17/2021,Office Supplies,121.10
01/28/2021,Fuel,1646.14
12/10/2021,Fuel,1854.11
10/03/2020,Vehicle Lease,954.55
05/31/2022,Salaries & Benefits,576.93
11/01/2021,Salaries & Benefits,1242.43
01/20/2022,Salaries & Benefits,1218.49
05/22/2020,Meals & Entertainment,1189.76
01/28/2022,Vehicle Lease,448.92
12/28/2022,Fuel,938.96
04/25/2021,Office Supplies,1578.66
07/31/2022,Salaries & Benefits,707.75
04/09/2020,Office Supplies,230.29
12/13/2022,Rent,429.06
11/23/2020,Office Supplies,530.40
07/30/2019,Rent,1025.81
10/04/2019,Meals & Entertainment,1440.10
10/18/2020,Utilities,796.63
11/21/2021,Salaries & Benefits,1555.77
06/04/2022,Vehicle Lease,1598.34
06/09/2020,Salaries & Benefits,452.18
09/29/2022,Vehicle Lease,1526.99
08/26/2019,Meals & Entertainment,1133.81
11/04/2021,Salaries & Benefits,1441.67
07/14/2019,Rent,317.16
09/29/2022,Rent,128.41
03/17/2019,Meals & Entertainment,155.94
04/20/2022,Salaries & Benefits,1403.12
05/29/2022,Meals & Entertainment,1947.91
05/09/2019,Fuel,402.35
10/13/2020,Meals & Entertainment,835.52
12/27/2019,Utilities,1917.10
11/25/2019,Fuel,525.20
01/25/2021,Rent,1885.82
01/20/2020,Office Supplies,1245.36
12/26/2021,Fuel,1870.07
06/19/2019,Meals & Entertainment,1560.65
04/23/2020,Rent,1490.60
07/24/2019,Fuel,1797.28
09/04/2022,Vehicle Lease,742.24
06/24/2019,Office Supplies,994.90
12/22/2022,Utilities,1791.51
11/10/2019,Fuel,584.59
03/08/2019,Office Supplies,503.97
06/28/2021,Fuel,744.91
08/03/2021,Office Supplies,1096.64
04/20/2022,Meals & Entertainment,1937.17
01/17/2021,Meals & Entertainment,1822.27
11/12/2019,Vehicle Lease,1339.80
10/27/2020,Vehicle Lease,229.42
05/01/2021,Meals & Entertainment,1167.77
04/13/2020,Meals & Entertainment,1835.48
05/15/2020,Utilities,611.01
04/23/2022,Office Supplies,849.74
12/10/2022,Rent,863.32
05/18/2020,Meals & Entertainment,1082.38
01/10/2021,Rent,157.72
07/07/2019,Vehicle Lease,1351.65
01/28/2019,Fuel,1926.96
12/29/2021,Salaries & Benefits,1788.12
08/19/2021,Rent,412.66
06/29/2019,Vehicle Lease,574.77
02/19/2020,Vehicle Lease,669.04
11/09/2021,Office Supplies,242.88
01/04/2021,Salaries & Benefits,1483.36
12/12/2020,Salaries & Benefits,1785.00
05/28/2021,Vehicle Lease,932.87
09/04/2020,Utilities,1453.43
07/22/2022,Utilities,568.55
07/29/2022,Utilities,1082.51
12/17/2022,Utilities,345.00
10/02/2021,Utilities,678.54
09/28/2019,Vehicle Lease,1763.91
01/23/2021,Vehicle Lease,283.69
02/23/2022,Meals & Entertainment,1488.74
05/28/2022,Rent,1573.69
01/08/2021,Fuel,831.62
04/23/2021,Utilities,724.26
08/03/2021,Office Supplies,766.33
06/01/2020,Fuel,1505.63
04/17/2019,Utilities,1258.94
12/06/2022,Salaries & Benefits,822.66
12/15/2020,Office Supplies,587.40
06/12/2020,Rent,842.32
08/11/2022,Office Supplies,541.31
06/16/2020,Utilities,1446.73
06/30/2019,Vehicle Lease,1798.35
12/10/2019,Office Supplies,104.06
03/08/2022,Office Supplies,1776.89
06/21/2019,Rent,1551.93
07/04/2022,Fuel,1489.06
03/28/2019,Vehicle Lease,1534.21
04/29/2022,Office Supplies,1510.35
05/26/2020,Utilities,123.09
11/08/2021,Vehicle Lease,1316.37
06/17/2021,Utilities,685.75
08/30/2020,Salaries & Benefits,1068.90
04/17/2021,Fuel,1773.53
11/12/2019,Office Supplies,1561.16
08/26/2022,Office Supplies,1716.33
06/18/2019,Salaries & Benefits,844.66
07/06/2021,Office Supplies,1635.27
12/31/2019,Salaries & Benefits,1082.85
08/21/2019,Office Supplies,228.04
05/02/2022,Rent,451.19
02/21/2020,Utilities,969.47
06/13/2019,Rent,1302.41
10/02/2021,Rent,1903.67
07/22/2019,Salaries & Benefits,559.33
10/28/2022,Vehicle Lease,774.99
10/28/2020,Salaries & Benefits,1550.91
10/09/2022,Salaries & Benefits,449.54
10/10/2019,Fuel,1188.13
09/10/2021,Vehicle Lease,1676.86
12/19/2019,Utilities,953.13
02/23/2019,Rent,990.84
07/06/2022,Salaries & Benefits,1144.81
12/07/2019,Fuel,1658.91
09/19/2020,Fuel,575.45
12/21/2019,Fuel,326.07
06/16/2021,Rent,1761.67
10/25/2021,Office Supplies,1867.26
04/14/2021,Meals & Entertainment,387.17
06/15/2019,Office Supplies,1042.35
05/05/2019,Salaries & Benefits,837.20
05/15/2020,Salaries & Benefits,184.85
09/27/2021,Salaries & Benefits,1358.29
07/14/2022,Office Supplies,762.67
05/17/2020,Utilities,1929.90
04/15/2022,Salaries & Benefits,1151.84
04/02/2020,Vehicle Lease,814.35
04/14/2019,Meals & Entertainment,1819.86
03/08/2020,Office Supplies,724.19
01/06/2022,Fuel,831.29
06/07/2019,Utilities,1552.31
03/04/2020,Rent,1202.08
12/20/2021,Office Supplies,1075.15
11/29/2019,Rent,1633.96
09/18/2019,Salaries & Benefits,1004.56
03/08/2020,Fuel,542.39
12/20/2021,Rent,465.86
01/21/2021,Rent,1864.93
06/14/2021,Utilities,931.91
03/31/2019,Fuel,1776.47
05/31/2020,Utilities,296.48
12/15/2019,Utilities,1828.94
07/28/2019,Office Supplies,1748.91
11/05/2022,Rent,1760.13
01/12/2020,Fuel,1483.90
10/12/2019,Vehicle Lease,1068.80
07/13/2022,Rent,1284.82
08/28/2022,Vehicle Lease,1219.35
08/15/2019,Rent,687.26
02/21/2020,Rent,1980.46
04/21/2019,Utilities,403.28
05/11/2020,Rent,282.53
04/05/2022,Meals & Entertainment,328.37
06/10/2020,Office Supplies,358.52
10/11/2019,Fuel,1910.51
08/30/2021,Office Supplies,1133.17
04/03/2019,Salaries & Benefits,147.56
01/11/2022,Fuel,1369.11
10/17/2021,Rent,1429.44
02/04/2021,Office Supplies,550.31
02/02/2020,Salaries & Benefits,1535.08
04/27/2019,Salaries & Benefits,1657.14
01/05/2019,Meals & Entertainment,1032.75
05/22/2020,Meals & Entertainment,1895.67
02/15/2019,Meals & Entertainment,1150.99
01/31/2019,Office Supplies,898.87
05/28/2022,Vehicle Lease,1362.15
01/20/2022,Meals & Entertainment,142.54
03/20/2021,Utilities,1086.50
01/23/2019,Utilities,1983.19
01/21/2021,Utilities,1891.78
01/12/2019,Vehicle Lease,1140.48
01/05/2020,Meals & Entertainment,544.09
06/17/2022,Vehicle Lease,1619.48
09/03/2019,Rent,1813.32
12/11/2020,Salaries & Benefits,629.80
11/13/2020,Salaries & Benefits,943.60
01/20/2020,Rent,1238.21
01/30/2019,Vehicle Lease,1189.71
04/22/2019,Utilities,906.74
01/13/2019,Vehicle Lease,1818.83
07/15/2021,Fuel,1365.83
07/24/2022,Salaries & Benefits,1294.60
05/15/2021,Rent,1669.65
02/17/2021,Rent,1805.17
05/31/2021,Salaries & Benefits,499.50
07/26/2022,Meals & Entertainment,760.32
07/04/2019,Salaries & Benefits,1676.81
10/01/2021,Office Supplies,1595.56
10/14/2022,Fuel,1050.39
01/30/2021,Rent,745.74
06/26/2019,Meals & Entertainment,1934.85
05/02/2020,Utilities,1554.57
06/20/2022,Rent,1029.43
07/24/2021,Office Supplies,964.77
02/07/2022,Fuel,619.15
08/22/2022,Utilities,319.36
08/21/2019,Vehicle Lease,1565.06
02/13/2021,Office Supplies,1150.29
04/07/2020,Meals & Entertainment,815.45
06/11/2022,Vehicle Lease,1825.06
08/02/2019,Fuel,197.69
03/13/2020,Vehicle Lease,1784.49
03/18/2022,Fuel,1728.43
04/25/2019,Vehicle Lease,314.74
12/28/2021,Utilities,1948.85
01/01/2020,Meals & Entertainment,1693.02
12/01/2020,Utilities,1043.48
08/29/2020,Utilities,1265.60
03/29/2021,Meals & Entertainment,992.90
01/01/2021,Rent,146.07
11/21/2019,Meals & Entertainment,744.08
12/05/2020,Rent,960.95
02/15/2021,Rent,1970.61
05/25/2021,Utilities,1029.63
06/30/2021,Vehicle Lease,1792.12
09/17/2019,Utilities,385.18
05/14/2022,Utilities,951.62
11/19/2019,Meals & Entertainment,1034.76
01/30/2021,Fuel,1015.36
11/24/2020,Utilities,1314.15
04/25/2019,Vehicle Lease,806.59
11/18/2022,Salaries & Benefits,729.93
04/16/2019,Fuel,787.56
07/30/2021,Meals & Entertainment,1834.00
05/07/2022,Utilities,1069.96
11/01/2022,Office Supplies,126.22
10/05/2021,Fuel,1356.04
04/29/2021,Utilities,1004.95
07/05/2021,Meals & Entertainment,125.08
02/28/2022,Meals & Entertainment,891.30
10/20/2022,Vehicle Lease,1412.70
07/27/2019,Vehicle Lease,1287.34
10/24/2020,Fuel,788.26
12/13/2019,Salaries & Benefits,428.81
12/06/2019,Rent,896.23
11/24/2020,Fuel,1729.09
08/11/2019,Rent,341.85
02/20/2022,Fuel,873.44
11/04/2019,Office Supplies,945.80
04/11/2021,Meals & Entertainment,742.89
03/14/2021,Rent,1048.91
09/09/2019,Utilities,1829.19
04/16/2021,Rent,722.49
04/08/2019,Office Supplies,1051.78
04/26/2022,Rent,1099.08
09/27/2020,Utilities,1893.74
07/30/2021,Vehicle Lease,264.31
07/25/2021,Meals & Entertainment,1340.40
03/13/2021,Vehicle Lease,934.50
06/28/2022,Utilities,1869.08
09/26/2021,Office Supplies,948.49
11/28/2022,Fuel,421.61
09/15/2020,Rent,690.84
06/01/2021,Fuel,656.68
11/18/2022,Office Supplies,779.63
12/19/2020,Meals & Entertainment,868.36
09/07/2021,Meals & Entertainment,946.27
11/11/2020,Rent,1709.01
04/01/2019,Utilities,1450.52
04/09/2022,Fuel,1459.59
03/28/2019,Vehicle Lease,1391.77
11/04/2020,Rent,1230.80
11/26/2021,Utilities,398.39
07/17/2022,Office Supplies,686.78
08/01/2020,Meals & Entertainment,1958.26
09/11/2019,Office Supplies,1204.31
09/06/2020,Office Supplies,912.79
01/26/2019,Meals & Entertainment,1500.72
04/14/2019,Utilities,302.27
06/24/2019,Rent,707.52
05/20/2020,Rent,103.49
10/28/2019,Utilities,335.14
10/05/2022,Office Supplies,650.41
06/02/2019,Vehicle Lease,1267.65
08/08/2021,Fuel,983.13
07/15/2019,Fuel,1229.79
03/11/2020,Rent,537.93
08/03/2020,Office Supplies,234.56
08/06/2022,Vehicle Lease,527.12
01/11/2021,Fuel,693.24
05/19/2020,Fuel,1842.95
07/07/2021,Rent,1661.98
01/25/2022,Meals & Entertainment,466.86
03/20/2021,Meals & Entertainment,1704.26
09/10/2019,Meals & Entertainment,1842.24
01/05/2019,Rent,1514.64
01/24/2019,Salaries & Benefits,1160.96
01/24/2021,Meals & Entertainment,1469.16
01/18/2020,Meals & Entertainment,583.72
05/11/2022,Utilities,804.93
10/17/2019,Fuel,1236.17
05/26/2021,Meals & Entertainment,586.21
02/05/2020,Rent,967.63
07/13/2022,Office Supplies,122.15
03/17/2022,Rent,337.80
04/04/2019,Meals & Entertainment,1604.17
04/23/2021,Meals & Entertainment,1124.02
12/08/2022,Meals & Entertainment,1902.44
12/11/2020,Rent,1733.75
05/22/2021,Office Supplies,550.67
05/08/2020,Fuel,932.09
10/31/2020,Fuel,620.25
05/12/2021,Utilities,1540.61
07/12/2019,Utilities,1456.06
01/14/2022,Office Supplies,624.83
02/10/2021,Vehicle Lease,728.19
05/06/2019,Meals & Entertainment,1436.56
06/25/2022,Vehicle Lease,833.56
11/15/2019,Rent,1289.61
08/02/2020,Salaries & Benefits,1681.31
01/12/2019,Vehicle Lease,1476.67
09/08/2022,Utilities,1127.28
10/24/2020,Fuel,1264.47
05/06/2020,Rent,413.09
12/18/2021,Fuel,1617.56
06/17/2020,Salaries & Benefits,1872.00
08/25/2022,Fuel,1780.74
04/13/2022,Fuel,298.50
08/16/2019,Rent,938.52
12/16/2020,Vehicle Lease,1328.99
01/22/2021,Salaries & Benefits,1085.51
06/11/2021,Meals & Entertainment,538.66
07/08/2021,Meals & Entertainment,1734.01
04/13/2020,Rent,529.97
12/24/2021,Vehicle Lease,811.54
12/30/2019,Utilities,272.65
12/26/2021,Salaries & Benefits,398.96
03/19/2020,Salaries & Benefits,440.76
05/18/2020,Salaries & Benefits,817.09
12/10/2019,Rent,243.39
03/20/2021,Office Supplies,1669.48
03/04/2021,Rent,393.98
08/23/2022,Fuel,1758.84
05/17/2022,Fuel,295.74
02/23/2022,Rent,1399.87
07/08/2019,Vehicle Lease,1864.10
08/29/2019,Rent,729.27
11/10/2022,Utilities,1820.30
06/23/2019,Meals & Entertainment,511.08
06/21/2022,Fuel,1401.83
08/12/2019,Fuel,671.89
02/11/2020,Vehicle Lease,878.80
08/08/2021,Office Supplies,414.28
01/31/2019,Vehicle Lease,1428.71
05/08/2022,Fuel,1870.26
10/20/2019,Meals & Entertainment,1721.31
12/29/2022,Office Supplies,1470.32
11/02/2021,Fuel,251.86
12/29/2020,Fuel,1897.18
12/26/2020,Utilities,735.18
05/25/2022,Rent,1919.27
08/03/2022,Vehicle Lease,532.70
11/24/2020,Office Supplies,1923.03
06/01/2022,Rent,1017.66
01/28/2021,Utilities,608.10
02/15/2022,Salaries & Benefits,1359.69
11/13/2020,Office Supplies,1722.11
02/27/2021,Utilities,979.95
04/08/2021,Rent,643.96
04/26/2019,Meals & Entertainment,1724.53
09/11/2019,Utilities,1638.07
04/30/2022,Utilities,1082.80
08/04/2021,Rent,313.56
04/07/2022,Rent,125.71
05/08/2022,Meals & Entertainment,826.36
04/24/2021,Vehicle Lease,1778.77
12/15/2022,Salaries & Benefits,1181.73
11/07/2022,Salaries & Benefits,139.73
03/31/2021,Salaries & Benefits,948.53
10/13/2020,Vehicle Lease,1544.11
08/08/2019,Rent,610.61
11/18/2022,Vehicle Lease,638.65
03/09/2021,Office Supplies,1774.12
12/10/2019,Meals & Entertainment,1390.52
04/20/2019,Office Supplies,1798.55
06/23/2022,Rent,273.75
11/30/2020,Vehicle Lease,778.86
10/11/2022,Utilities,878.43
01/11/2020,Utilities,1072.92
10/19/2020,Vehicle Lease,1228.96
07/10/2020,Utilities,1493.08
10/07/2021,Fuel,1555.27
07/14/2022,Utilities,626.50
12/07/2022,Vehicle Lease,743.43
03/26/2019,Vehicle Lease,1201.27
05/13/2019,Rent,1978.34
11/13/2022,Utilities,289.10
10/31/2022,Rent,1295.96
07/14/2020,Meals & Entertainment,1411.60
10/26/2022,Meals & Entertainment,1592.23
10/13/2021,Meals & Entertainment,1308.75
10/09/2020,Office Supplies,156.03
10/07/2020,Vehicle Lease,578.02
02/03/2021,Fuel,1508.84
10/06/2022,Utilities,1713.18
02/15/2021,Utilities,510.51
12/05/2021,Rent,220.65
09/15/2022,Utilities,828.71
03/20/2020,Fuel,1038.18
11/19/2019,Vehicle Lease,1539.00
10/06/2020,Salaries & Benefits,447.26
12/04/2021,Rent,1765.78
05/29/2019,Rent,577.44
10/16/2021,Meals & Entertainment,745.29
05/19/2022,Utilities,1441.89
01/30/2022,Vehicle Lease,332.74
11/08/2019,Office Supplies,982.15
12/01/2020,Fuel,1759.07
07/01/2022,Office Supplies,1618.34
07/16/2021,Office Supplies,169.93
05/13/2022,Rent,558.81
01/03/2020,Utilities,779.38
04/08/2021,Rent,1972.92
04/24/2020,Utilities,1996.47
04/18/2019,Salaries & Benefits,1923.76
12/01/2020,Rent,1631.03
09/09/2021,Rent,451.03
10/14/2021,Salaries & Benefits,834.90
11/26/2021,Salaries & Benefits,464.42
01/01/2020,Meals & Entertainment,1099.13
08/27/2022,Rent,767.89
01/19/2020,Fuel,959.76
09/02/2022,Salaries & Benefits,994.26
08/28/2020,Rent,1888.08
06/17/2021,Salaries & Benefits,961.45
12/03/2019,Fuel,181.59
12/10/2019,Office Supplies,325.94
11/29/2021,Meals & Entertainment,1589.89
06/29/2019,Fuel,1474.82
01/18/2020,Vehicle Lease,1446.55
12/30/2020,Rent,1381.76
04/22/2022,Salaries & Benefits,305.09
11/22/2020,Office Supplies,1663.83
04/22/2020,Utilities,301.08
02/28/2020,Office Supplies,1867.28
04/21/2019,Fuel,1915.47
10/26/2022,Rent,589.47
02/25/2021,Office Supplies,706.11
03/14/2021,Fuel,248.84
05/09/2019,Office Supplies,478.55
12/21/2020,Salaries & Benefits,1758.66
09/18/2020,Utilities,1263.65
04/05/2022,Vehicle Lease,284.27
08/09/2022,Office Supplies,881.35
11/17/2022,Vehicle Lease,1045.85
05/27/2020,Salaries & Benefits,1512.38
07/08/2020,Utilities,548.99
07/21/2021,Meals & Entertainment,1428.80
11/20/2021,Salaries & Benefits,1528.35
10/26/2022,Utilities,1964.82
01/31/2021,Meals & Entertainment,275.52
03/08/2021,Rent,1743.37
10/31/2019,Rent,1146.75
11/18/2021,Utilities,1294.31
05/28/2021,Salaries & Benefits,1077.71
03/16/2020,Office Supplies,1774.12
03/26/2021,Fuel,1218.02
06/20/2022,Vehicle Lease,145.96
11/23/2019,Fuel,1334.52
11/20/2020,Office Supplies,1984.71
11/07/2021,Vehicle Lease,460.37
07/28/2020,Rent,660.53
08/24/2022,Meals & Entertainment,629.45
07/17/2019,Vehicle Lease,869.31
05/15/2021,Salaries & Benefits,679.42
06/27/2019,Rent,1055.54
02/03/2022,Rent,513.53
06/21/2019,Fuel,1304.83
07/03/2022,Office Supplies,1600.92
03/28/2020,Utilities,376.34
08/30/2019,Rent,1423.54
07/01/2022,Meals & Entertainment,576.96
08/10/2020,Utilities,628.29
03/27/2019,Vehicle Lease,1550.94
10/27/2021,Salaries & Benefits,173.33
07/03/2022,Utilities,874.00
07/25/2020,Office Supplies,1158.06
03/26/2019,Rent,1111.08
05/27/2020,Rent,1221.46
10/14/2022,Fuel,718.99
03/12/2021,Meals & Entertainment,291.13
05/27/2022,Fuel,671.46
11/14/2021,Rent,1420.61
08/21/2020,Salaries & Benefits,465.75
05/17/2022,Office Supplies,1622.09
12/23/2021,Meals & Entertainment,1158.27
06/24/2022,Rent,1336.05
04/17/2021,Fuel,1025.83
08/03/2022,Vehicle Lease,1357.95
06/14/2020,Utilities,1349.20
05/09/2019,Fuel,1151.85
06/30/2020,Office Supplies,1161.23
08/31/2019,Rent,336.58
06/27/2020,Salaries & Benefits,1414.60
02/09/2022,Rent,1536.13
07/29/2020,Vehicle Lease,122.37
04/21/2022,Office Supplies,991.71
10/15/2021,Meals & Entertainment,1416.35
11/14/2022,Office Supplies,1944.83
11/27/2022,Vehicle Lease,1463.44
08/08/2019,Rent,249.29
10/29/2021,Salaries & Benefits,514.99
07/23/2020,Meals & Entertainment,1317.04
07/28/2021,Salaries & Benefits,1752.21
10/07/2019,Fuel,1487.57
06/24/2022,Utilities,1952.46
09/03/2020,Office Supplies,1269.52
09/18/2022,Utilities,110.07
04/08/2019,Utilities,667.53
01/05/2019,Salaries & Benefits,110.95
07/19/2020,Vehicle Lease,1435.96
06/26/2020,Salaries & Benefits,174.48
05/04/2021,Vehicle Lease,1425.15
09/15/2021,Fuel,222.35
08/23/2021,Utilities,655.78
08/01/2019,Office Supplies,1695.46
04/06/2022,Salaries & Benefits,1737.93
06/27/2022,Salaries & Benefits,295.53
05/09/2019,Utilities,1324.16
07/04/2019,Salaries & Benefits,155.73
08/01/2020,Office Supplies,1040.60
04/19/2022,Meals & Entertainment,1558.97
06/30/2019,Rent,1858.92
01/31/2019,Office Supplies,191.29
08/03/2021,Office Supplies,1739.94
02/17/2020,Meals & Entertainment,1677.93
02/22/2019,Rent,1794.12
07/11/2020,Salaries & Benefits,385.49
11/17/2020,Office Supplies,672.97
10/19/2019,Meals & Entertainment,530.29
12/12/2020,Vehicle Lease,157.60
06/20/2021,Meals & Entertainment,464.21
05/23/2019,Salaries & Benefits,346.75
10/25/2020,Utilities,970.46
05/31/2020,Fuel,570.54
04/06/2022,Vehicle Lease,1338.53
06/23/2019,Vehicle Lease,1295.95
09/07/2019,Rent,1822.80
05/26/2022,Utilities,400.56
03/19/2019,Vehicle Lease,1567.16
05/08/2020,Fuel,786.34
11/19/2021,Rent,1780.61
07/11/2020,Fuel,1093.56
09/06/2019,Meals & Entertainment,1435.25
01/29/2021,Fuel,1730.16
03/09/2022,Salaries & Benefits,978.54
06/18/2020,Meals & Entertainment,1007.17
11/22/2019,Utilities,815.97
05/26/2019,Salaries & Benefits,962.11
01/24/2022,Salaries & Benefits,1324.78
03/08/2020,Meals & Entertainment,265.73
03/10/2020,Fuel,554.65
11/11/2019,Meals & Entertainment,905.54
05/04/2020,Office Supplies,1256.34
01/07/2019,Meals & Entertainment,1392.58
11/12/2021,Meals & Entertainment,1661.33
11/20/2020,Meals & Entertainment,1567.64
03/29/2019,Office Supplies,855.06
09/10/2022,Vehicle Lease,1420.95
05/10/2020,Rent,1817.53
12/14/2020,Fuel,974.70
07/11/2022,Salaries & Benefits,278.52
04/04/2020,Rent,513.04
03/13/2020,Meals & Entertainment,717.36
11/24/2022,Office Supplies,263.05
09/07/2022,Salaries & Benefits,1541.13
03/08/2019,Office Supplies,1496.28
01/03/2021,Vehicle Lease,630.23
08/13/2022,Meals & Entertainment,1960.48
02/11/2021,Rent,1748.39
12/02/2022,Rent,1415.77
02/15/2021,Fuel,931.79
04/22/2019,Salaries & Benefits,435.51
11/01/2021,Office Supplies,1486.60
01/12/2021,Utilities,1745.62
04/21/2021,Utilities,150.23
04/12/2021,Fuel,903.97
09/15/2019,Salaries & Benefits,1497.05
04/11/2021,Fuel,1572.58
04/06/2020,Salaries & Benefits,817.95
01/23/2021,Fuel,935.09
09/05/2022,Vehicle Lease,1104.60
08/11/2022,Vehicle Lease,1621.07
11/02/2020,Vehicle Lease,577.77
02/16/2020,Fuel,1812.33
09/02/2021,Utilities,243.02
11/11/2022,Rent,304.19
06/17/2021,Rent,1999.17
01/11/2019,Meals & Entertainment,193.55
03/10/2021,Utilities,1335.40
02/13/2021,Salaries & Benefits,775.44
03/10/2022,Vehicle Lease,501.38
06/28/2021,Meals & Entertainment,1595.12
12/19/2020,Office Supplies,548.57
10/27/2019,Vehicle Lease,1432.53
10/02/2019,Office Supplies,415.22
08/04/2019,Office Supplies,1212.93
04/05/2019,Vehicle Lease,1356.08
09/12/2019,Fuel,1421.14
05/23/2022,Vehicle Lease,1404.20
06/07/2019,Vehicle Lease,1819.64
04/18/2021,Salaries & Benefits,1431.95
08/15/2021,Fuel,710.72
03/03/2021,Fuel,465.73
11/07/2020,Vehicle Lease,559.21
12/05/2019,Fuel,960.38
07/31/2022,Meals & Entertainment,1261.38
03/10/2020,Utilities,556.27
05/16/2019,Meals & Entertainment,1982.79
06/21/2022,Office Supplies,908.30
02/12/2021,Rent,289.79
09/05/2020,Meals & Entertainment,1655.03
08/26/2021,Vehicle Lease,1200.90
01/07/2019,Fuel,495.05
03/18/2019,Utilities,877.52
08/02/2020,Vehicle Lease,1901.44
06/10/2020,Meals & Entertainment,1536.23
02/27/2019,Rent,373.67
08/23/2019,Fuel,1038.51
12/22/2021,Salaries & Benefits,1590.55
07/12/2021,Meals & Entertainment,1242.11
02/07/2022,Utilities,365.20
02/20/2019,Meals & Entertainment,1640.60
05/09/2021,Meals & Entertainment,1591.50
01/04/2021,Utilities,1036.01
05/14/2020,Salaries & Benefits,1589.19
12/07/2021,Utilities,554.09
01/10/2022,Utilities,1435.40
09/16/2022,Meals & Entertainment,645.06
04/18/2019,Meals & Entertainment,327.19
04/10/2022,Fuel,324.66
02/03/2019,Office Supplies,1175.57
11/16/2019,Meals & Entertainment,1770.86
07/10/2021,Fuel,1619.87
09/16/2021,Vehicle Lease,1545.79
02/10/2021,Meals & Entertainment,1578.12
01/29/2019,Salaries & Benefits,638.04
06/14/2019,Fuel,1547.67
12/07/2019,Salaries & Benefits,1376.65
01/28/2019,Rent,534.28
07/31/2019,Fuel,1825.03
06/22/2019,Utilities,142.43
10/26/2022,Utilities,1589.91
11/11/2022,Utilities,1615.43
09/13/2019,Rent,1124.00
10/15/2021,Office Supplies,1382.56
06/09/2022,Vehicle Lease,392.33
03/26/2020,Meals & Entertainment,1331.69
12/05/2022,Salaries & Benefits,1149.98
05/29/2020,Salaries & Benefits,1853.93
11/23/2020,Utilities,669.20
03/26/2021,Fuel,1044.99
02/20/2020,Rent,189.63
12/08/2021,Fuel,1580.50
06/18/2019,Salaries & Benefits,981.30
09/05/2020,Fuel,1008.39
02/05/2022,Rent,1756.37
11/03/2021,Rent,405.28
09/15/2021,Fuel,1995.48
01/14/2022,Vehicle Lease,423.28
06/26/2021,Rent,762.29
01/05/2020,Utilities,651.01
04/16/2021,Rent,527.86
04/08/2019,Fuel,1189.78
