Date,Expense Category,Amount
11/10/2022,Fuel,676.75
27/02/2022,Meals & Entertainment,1068.80
20/02/2022,Utilities,584.08
01/04/2019,Fuel,351.94
27/11/2022,Salaries & Benefits,1393.44
13/08/2020,Meals & Entertainment,162.88
30/09/2019,Utilities,829.56
14/05/2020,Meals & Entertainment,394.14
26/07/2020,Salaries & Benefits,819.63
24/11/2021,Vehicle Lease,1233.18
20/04/2019,Vehicle Lease,1372.50
04/09/2019,Vehicle Lease,527.40
10/04/2020,Office Supplies,787.58
17/01/2022,Meals & Entertainment,1158.64
07/12/2021,Meals & Entertainment,603.78
27/02/2022,Rent,1084.98
28/05/2019,Fuel,938.87
26/12/2022,Salaries & Benefits,596.61
02/09/2020,Salaries & Benefits,721.02
16/01/2021,Fuel,261.77
08/01/2022,Office Supplies,795.28
10/07/2020,Salaries & Benefits,704.52
02/02/2020,Salaries & Benefits,1321.92
04/04/2020,Vehicle Lease,967.26
17/10/2021,Rent,1272.71
22/08/2019,Office Supplies,783.52
26/04/2022,Office Supplies,231.52
01/05/2021,Vehicle Lease,481.60
02/07/2019,Fuel,1184.99
05/09/2020,Meals & Entertainment,673.58
21/04/2021,Office Supplies,741.54
28/10/2022,Utilities,354.68
13/04/2021,Meals & Entertainment,187.23
11/10/2019,Office Supplies,1480.62
07/05/2021,Salaries & Benefits,1409.93
11/12/2021,Fuel,1090.43
01/09/2022,Rent,339.74
19/06/2022,Fuel,1283.44
13/09/2020,Meals & Entertainment,567.02
25/11/2022,Fuel,287.84
06/10/2020,Utilities,1222.35
01/03/2019,Meals & Entertainment,98.11
02/09/2021,Rent,1394.95
01/01/2021,Vehicle Lease,587.97
27/05/2022,Meals & Entertainment,1270.67
07/12/2022,Vehicle Lease,566.97
30/08/2020,Salaries & Benefits,163.35
22/09/2020,Rent,1276.16
25/05/2021,Meals & Entertainment,580.05
11/06/2020,Salaries & Benefits,149.07
14/07/2021,Rent,1426.00
24/06/2019,Vehicle Lease,1302.98
24/05/2019,Rent,1047.57
20/04/2020,Utilities,783.86
14/04/2022,Fuel,946.45
15/12/2019,Salaries & Benefits,903.50
17/08/2020,Fuel,1490.77
01/06/2020,Salaries & Benefits,1192.28
22/01/2020,Meals & Entertainment,592.95
18/08/2019,Salaries & Benefits,477.13
12/10/2022,Utilities,947.87
08/03/2021,Utilities,481.01
09/03/2020,Meals & Entertainment,1211.87
24/09/2019,Salaries & Benefits,94.21
18/10/2021,Rent,789.72
25/05/2021,Office Supplies,1035.19
10/04/2021,Meals & Entertainment,1337.53
11/07/2020,Vehicle Lease,751.11
29/07/2022,Rent,914.60
04/02/2019,Vehicle Lease,101.86
24/08/2022,Salaries & Benefits,1517.15
16/03/2022,Office Supplies,548.42
07/08/2021,Salaries & Benefits,851.18
18/02/2022,Utilities,321.23
04/12/2019,Office Supplies,1135.16
15/01/2022,Office Supplies,1507.66
14/03/2021,Rent,865.23
21/02/2021,Salaries & Benefits,887.67
01/07/2022,Utilities,118.44
26/12/2020,Meals & Entertainment,1063.06
13/09/2022,Fuel,378.69
29/01/2020,Meals & Entertainment,1453.20
05/12/2021,Fuel,725.03
03/06/2019,Fuel,971.50
09/04/2020,Rent,224.29
05/04/2019,Office Supplies,993.97
18/09/2020,Vehicle Lease,1097.11
11/11/2022,Meals & Entertainment,504.02
10/09/2019,Rent,1184.72
01/07/2022,Office Supplies,404.23
12/07/2020,Fuel,1176.49
23/05/2021,Utilities,846.26
18/03/2022,Vehicle Lease,1006.93
20/03/2020,Rent,99.92
29/05/2019,Office Supplies,1399.17
04/09/2021,Vehicle Lease,524.77
17/01/2019,Rent,1309.07
17/02/2020,Utilities,1152.03
25/04/2022,Utilities,1477.40
21/11/2020,Rent,361.61
27/01/2022,Utilities,808.58
25/09/2020,Salaries & Benefits,240.29
04/03/2021,Meals & Entertainment,526.66
02/12/2020,Meals & Entertainment,1463.94
19/11/2021,Fuel,997.86
18/01/2021,Office Supplies,1437.19
14/06/2020,Fuel,1256.03
06/06/2021,Fuel,921.02
25/12/2022,Meals & Entertainment,294.72
24/06/2022,Meals & Entertainment,512.36
17/06/2019,Vehicle Lease,452.19
22/08/2021,Fuel,1055.99
11/03/2022,Utilities,716.28
15/08/2019,Rent,399.04
21/08/2019,Fuel,1422.07
21/03/2019,Vehicle Lease,656.61
13/07/2019,Fuel,498.73
05/03/2019,Vehicle Lease,853.32
31/12/2020,Rent,1106.28
27/04/2021,Meals & Entertainment,1242.71
02/05/2020,Vehicle Lease,823.25
22/02/2022,Fuel,234.97
05/01/2019,Vehicle Lease,1310.94
09/03/2021,Salaries & Benefits,652.94
16/01/2021,Salaries & Benefits,677.38
27/11/2021,Vehicle Lease,1485.31
13/04/2019,Meals & Entertainment,481.25
16/09/2022,Salaries & Benefits,1475.08
02/08/2021,Office Supplies,903.32
20/05/2019,Vehicle Lease,765.49
02/03/2021,Rent,1359.48
16/04/2020,Salaries & Benefits,1028.18
16/03/2021,Meals & Entertainment,153.92
05/07/2021,Utilities,349.28
30/07/2021,Fuel,230.48
20/08/2019,Vehicle Lease,1392.75
05/08/2022,Rent,234.64
25/12/2019,Salaries & Benefits,197.22
09/12/2022,Vehicle Lease,1396.41
03/04/2022,Salaries & Benefits,125.75
26/11/2022,Salaries & Benefits,233.82
15/11/2022,Rent,706.48
02/06/2020,Salaries & Benefits,1212.59
07/07/2022,Salaries & Benefits,1277.83
23/05/2019,Salaries & Benefits,1420.70
01/06/2022,Vehicle Lease,378.68
25/04/2019,Vehicle Lease,1173.10
14/11/2022,Salaries & Benefits,159.36
31/05/2019,Office Supplies,1479.43
16/06/2021,Fuel,241.03
28/07/2022,Rent,1072.75
05/11/2020,Fuel,818.53
09/10/2022,Fuel,1056.76
19/06/2022,Rent,837.51
18/10/2021,Office Supplies,274.09
31/03/2022,Rent,1192.03
20/10/2021,Vehicle Lease,1083.00
25/01/2020,Fuel,1267.10
31/07/2019,Fuel,303.24
07/06/2021,Fuel,1253.82
20/11/2019,Fuel,544.81
31/12/2021,Fuel,811.90
03/08/2019,Meals & Entertainment,181.40
16/10/2020,Office Supplies,505.44
30/12/2020,Fuel,379.12
07/01/2021,Fuel,903.00
26/01/2021,Office Supplies,450.88
06/08/2020,Salaries & Benefits,1074.26
22/11/2020,Salaries & Benefits,1055.51
30/10/2021,Vehicle Lease,156.81
26/08/2022,Utilities,434.02
28/10/2022,Rent,383.97
21/03/2019,Salaries & Benefits,1180.87
10/09/2022,Rent,815.39
31/08/2019,Utilities,992.92
01/05/2020,Vehicle Lease,930.50
01/07/2021,Fuel,1235.19
28/12/2022,Vehicle Lease,83.27
15/10/2022,Vehicle Lease,1087.14
18/10/2021,Fuel,445.50
02/04/2022,Office Supplies,1068.83
02/10/2021,Rent,139.59
28/06/2020,Meals & Entertainment,84.83
07/07/2019,Office Supplies,834.02
22/03/2022,Rent,1151.16
13/10/2021,Vehicle Lease,701.49
17/06/2020,Office Supplies,1277.34
02/07/2020,Rent,1066.65
08/01/2019,Salaries & Benefits,1252.32
22/11/2022,Meals & Entertainment,168.33
11/06/2021,Meals & Entertainment,369.93
02/12/2019,Office Supplies,877.29
07/12/2019,Salaries & Benefits,1161.58
26/02/2021,Fuel,640.00
25/12/2019,Utilities,547.28
22/12/2022,Fuel,756.29
24/10/2021,Rent,659.46
16/11/2020,Vehicle Lease,359.43
29/10/2022,Salaries & Benefits,853.71
05/09/2021,Vehicle Lease,505.00
22/11/2022,Office Supplies,1039.44
27/06/2020,Fuel,327.99
26/05/2021,Office Supplies,635.39
14/05/2022,Utilities,471.17
02/09/2022,Office Supplies,1490.85
11/04/2021,Meals & Entertainment,1293.30
29/07/2022,Fuel,565.84
17/02/2022,Office Supplies,324.56
27/12/2020,Vehicle Lease,678.76
27/04/2022,Rent,919.94
18/11/2019,Salaries & Benefits,946.92
04/07/2020,Rent,1062.85
17/08/2020,Rent,391.82
12/12/2020,Fuel,1458.22
12/06/2022,Utilities,537.16
29/04/2022,Vehicle Lease,807.04
19/05/2020,Office Supplies,240.32
08/08/2019,Meals & Entertainment,1383.81
09/12/2020,Vehicle Lease,414.51
11/11/2021,Utilities,1438.55
07/12/2019,Salaries & Benefits,798.90
23/12/2021,Fuel,752.34
07/10/2022,Utilities,494.28
16/01/2020,Fuel,547.06
12/09/2022,Office Supplies,713.57
10/02/2020,Office Supplies,519.81
21/08/2021,Fuel,999.38
12/05/2019,Office Supplies,502.10
04/02/2021,Fuel,1446.90
25/08/2020,Rent,93.82
09/06/2022,Salaries & Benefits,1474.02
17/10/2022,Meals & Entertainment,533.01
06/08/2019,Salaries & Benefits,590.64
12/01/2021,Salaries & Benefits,320.17
27/02/2019,Vehicle Lease,942.02
26/01/2019,Fuel,543.45
30/07/2021,Office Supplies,695.93
01/05/2020,Office Supplies,1064.02
11/02/2021,Meals & Entertainment,1415.58
07/03/2019,Rent,668.65
07/09/2021,Rent,1131.44
20/05/2019,Office Supplies,586.94
21/08/2019,Salaries & Benefits,1265.48
08/12/2022,Fuel,89.14
16/08/2022,Rent,158.09
06/11/2019,Office Supplies,1455.41
23/05/2020,Salaries & Benefits,490.35
05/11/2021,Meals & Entertainment,276.87
21/10/2021,Rent,906.66
16/12/2022,Office Supplies,657.17
03/06/2021,Fuel,1398.71
08/05/2022,Rent,618.77
07/02/2021,Salaries & Benefits,1245.13
29/01/2020,Office Supplies,1368.19
24/11/2020,Meals & Entertainment,891.91
21/09/2022,Fuel,639.02
09/10/2021,Vehicle Lease,845.72
24/03/2021,Office Supplies,354.09
07/02/2020,Utilities,552.52
03/07/2020,Rent,499.95
04/08/2019,Fuel,783.30
17/12/2021,Rent,215.20
24/02/2019,Vehicle Lease,849.36
31/08/2020,Rent,975.12
28/09/2019,Office Supplies,821.47
24/11/2022,Vehicle Lease,1292.63
22/06/2019,Meals & Entertainment,1434.83
02/11/2022,Office Supplies,982.39
29/06/2022,Rent,674.88
01/01/2020,Office Supplies,1182.42
19/03/2022,Vehicle Lease,889.83
09/10/2020,Rent,1118.93
16/12/2020,Office Supplies,987.65
08/10/2022,Salaries & Benefits,863.08
04/07/2019,Utilities,1147.47
13/10/2019,Office Supplies,150.36
04/05/2019,Utilities,455.83
20/02/2019,Meals & Entertainment,487.48
28/06/2022,Fuel,1066.39
12/04/2019,Fuel,136.08
29/11/2019,Office Supplies,926.94
22/12/2019,Salaries & Benefits,883.85
10/09/2021,Rent,1090.45
20/08/2022,Fuel,896.13
19/10/2020,Office Supplies,870.03
11/09/2019,Fuel,1183.95
27/06/2020,Vehicle Lease,994.23
29/01/2022,Vehicle Lease,324.06
14/06/2021,Vehicle Lease,969.01
20/04/2021,Salaries & Benefits,275.95
23/04/2022,Meals & Entertainment,391.70
14/12/2022,Fuel,894.75
09/07/2022,Utilities,1411.27
25/11/2020,Vehicle Lease,938.24
15/03/2022,Fuel,949.05
13/04/2020,Salaries & Benefits,398.79
17/07/2019,Rent,965.98
09/05/2021,Rent,1279.35
01/03/2020,Utilities,508.12
16/05/2022,Office Supplies,1472.10
01/08/2021,Fuel,1270.97
05/07/2019,Vehicle Lease,1217.98
25/03/2020,Vehicle Lease,1105.92
01/06/2022,Salaries & Benefits,769.76
04/08/2021,Fuel,320.76
02/10/2019,Meals & Entertainment,316.39
03/01/2022,Utilities,1319.92
16/02/2020,Rent,274.17
24/10/2020,Office Supplies,460.20
26/10/2020,Office Supplies,91.96
17/10/2022,Rent,1293.78
08/11/2019,Utilities,353.47
23/10/2019,Fuel,866.20
11/03/2021,Office Supplies,1009.80
25/11/2019,Salaries & Benefits,154.51
16/02/2022,Office Supplies,501.62
12/12/2021,Fuel,829.55
19/06/2021,Utilities,133.77
30/07/2019,Meals & Entertainment,1071.53
02/09/2021,Utilities,96.97
09/10/2022,Office Supplies,92.50
31/03/2020,Vehicle Lease,198.73
19/06/2022,Office Supplies,1120.89
22/10/2021,Rent,869.78
07/12/2020,Utilities,1057.15
09/12/2022,Office Supplies,338.44
04/06/2021,Meals & Entertainment,940.93
10/11/2019,Salaries & Benefits,1042.85
23/03/2022,Vehicle Lease,1503.13
21/10/2019,Salaries & Benefits,527.47
25/03/2022,Office Supplies,710.61
19/01/2022,Vehicle Lease,868.78
05/07/2022,Utilities,1014.05
05/02/2019,Utilities,1500.66
06/08/2021,Salaries & Benefits,1127.73
22/06/2021,Office Supplies,1066.58
03/11/2019,Utilities,1349.60
08/02/2022,Vehicle Lease,1319.38
25/08/2020,Rent,347.52
17/12/2022,Rent,1416.41
03/09/2022,Office Supplies,685.44
08/12/2022,Meals & Entertainment,1480.68
22/08/2022,Rent,956.73
23/10/2019,Utilities,727.21
15/08/2022,Utilities,147.90
26/02/2020,Rent,363.41
21/04/2020,Meals & Entertainment,554.04
08/03/2022,Office Supplies,1119.68
19/08/2022,Salaries & Benefits,971.54
22/08/2021,Office Supplies,335.15
15/09/2020,Office Supplies,453.49
21/06/2022,Salaries & Benefits,1438.81
18/11/2019,Salaries & Benefits,909.20
23/12/2020,Fuel,1453.90
07/05/2019,Salaries & Benefits,1062.36
16/11/2022,Vehicle Lease,986.97
26/08/2021,Utilities,1258.73
16/12/2021,Fuel,884.02
17/08/2019,Vehicle Lease,861.41
24/05/2020,Utilities,1389.39
11/09/2022,Utilities,727.07
04/11/2022,Office Supplies,209.23
11/06/2019,Salaries & Benefits,1467.48
20/01/2019,Meals & Entertainment,974.15
13/08/2019,Rent,920.34
04/01/2019,Vehicle Lease,514.20
05/04/2021,Vehicle Lease,1462.40
01/03/2020,Meals & Entertainment,200.19
13/10/2020,Vehicle Lease,1006.37
28/04/2019,Vehicle Lease,582.96
20/08/2022,Utilities,1414.28
28/01/2020,Salaries & Benefits,1493.45
19/02/2020,Fuel,1123.78
19/04/2020,Fuel,267.16
01/05/2021,Rent,1006.04
21/06/2020,Vehicle Lease,837.06
13/03/2021,Vehicle Lease,620.99
20/06/2021,Office Supplies,891.45
15/06/2021,Vehicle Lease,1273.14
04/07/2021,Utilities,1030.30
03/06/2021,Office Supplies,1336.03
16/11/2019,Meals & Entertainment,1328.18
21/07/2020,Utilities,1148.13
16/09/2022,Meals & Entertainment,1148.03
22/09/2022,Salaries & Benefits,1202.91
17/02/2021,Salaries & Benefits,597.83
08/07/2021,Meals & Entertainment,1496.36
09/09/2022,Salaries & Benefits,1084.29
21/04/2021,Vehicle Lease,455.89
04/09/2022,Utilities,621.42
04/01/2019,Office Supplies,514.34
15/01/2022,Salaries & Benefits,199.63
01/06/2020,Rent,1041.83
07/11/2022,Office Supplies,1206.94
06/10/2020,Meals & Entertainment,278.21
16/12/2019,Office Supplies,704.03
24/11/2021,Vehicle Lease,1037.85
16/05/2021,Vehicle Lease,474.50
25/10/2022,Rent,484.65
13/09/2020,Rent,637.49
20/06/2019,Rent,1433.16
21/11/2020,Vehicle Lease,1181.99
02/07/2021,Vehicle Lease,1402.25
03/03/2022,Salaries & Benefits,996.45
16/08/2019,Office Supplies,809.12
07/05/2019,Utilities,663.72
17/05/2021,Vehicle Lease,254.19
19/09/2022,Meals & Entertainment,1031.84
26/01/2020,Salaries & Benefits,435.37
24/03/2019,Fuel,991.87
12/11/2022,Salaries & Benefits,937.61
24/09/2022,Meals & Entertainment,890.89
29/11/2020,Office Supplies,666.31
09/08/2020,Meals & Entertainment,100.59
07/09/2022,Meals & Entertainment,662.27
18/02/2022,Utilities,721.27
02/08/2021,Vehicle Lease,759.37
06/08/2019,Vehicle Lease,1411.95
22/09/2022,Rent,1302.47
25/05/2022,Salaries & Benefits,360.50
09/08/2021,Office Supplies,500.24
03/09/2019,Salaries & Benefits,1164.09
12/02/2021,Vehicle Lease,1059.40
25/09/2020,Fuel,313.77
20/04/2019,Salaries & Benefits,1211.84
22/09/2020,Vehicle Lease,1239.07
21/03/2020,Utilities,1503.12
08/05/2022,Rent,416.53
23/03/2019,Vehicle Lease,1403.10
10/08/2021,Vehicle Lease,1237.38
19/06/2022,Office Supplies,1241.98
18/02/2022,Rent,1300.79
17/08/2019,Salaries & Benefits,124.20
15/11/2019,Salaries & Benefits,1016.57
22/12/2019,Utilities,237.27
04/12/2020,Meals & Entertainment,1235.64
05/06/2019,Fuel,270.73
13/09/2022,Utilities,1030.99
26/12/2021,Office Supplies,1504.44
25/05/2022,Rent,1431.62
17/11/2021,Fuel,906.78
03/09/2019,Fuel,92.79
12/06/2019,Salaries & Benefits,746.33
23/04/2021,Salaries & Benefits,653.87
28/11/2019,Salaries & Benefits,715.96
05/07/2022,Vehicle Lease,161.07
05/08/2019,Fuel,1495.84
06/10/2022,Office Supplies,1250.52
26/05/2022,Office Supplies,1113.59
14/07/2020,Meals & Entertainment,533.83
29/05/2021,Utilities,731.58
31/12/2019,Vehicle Lease,968.18
11/11/2022,Rent,302.23
21/08/2021,Vehicle Lease,1073.94
13/06/2019,Salaries & Benefits,1064.63
10/07/2021,Vehicle Lease,354.11
31/01/2019,Rent,1199.50
23/08/2022,Office Supplies,418.49
09/05/2019,Office Supplies,933.84
25/02/2021,Utilities,1034.85
06/03/2022,Salaries & Benefits,1100.83
20/12/2021,Utilities,1509.43
14/09/2020,Fuel,466.08
15/06/2019,Meals & Entertainment,198.51
20/07/2020,Salaries & Benefits,1326.16
08/06/2019,Rent,538.01
18/08/2019,Fuel,843.11
07/05/2020,Vehicle Lease,916.47
21/11/2021,Vehicle Lease,402.90
19/06/2020,Utilities,720.57
04/02/2022,Meals & Entertainment,361.65
11/06/2021,Utilities,932.43
07/12/2020,Fuel,1376.15
12/08/2022,Vehicle Lease,132.93
28/06/2020,Utilities,571.30
10/05/2022,Rent,548.05
11/07/2022,Salaries & Benefits,1200.43
22/10/2021,Vehicle Lease,719.96
04/04/2019,Fuel,1186.91
10/09/2019,Rent,1474.47
08/04/2019,Vehicle Lease,1176.25
28/08/2019,Meals & Entertainment,1517.61
29/03/2020,Vehicle Lease,85.14
24/12/2021,Meals & Entertainment,1101.76
26/07/2022,Salaries & Benefits,1507.53
07/09/2022,Rent,1186.35
30/01/2020,Fuel,701.01
02/06/2020,Vehicle Lease,358.33
09/06/2019,Meals & Entertainment,811.19
17/03/2022,Vehicle Lease,1025.38
11/06/2022,Meals & Entertainment,518.71
19/09/2022,Fuel,994.96
12/05/2019,Office Supplies,599.46
21/08/2021,Meals & Entertainment,1327.89
26/05/2022,Office Supplies,1253.07
19/04/2020,Office Supplies,1076.87
18/09/2019,Salaries & Benefits,901.47
22/11/2019,Office Supplies,1468.00
20/11/2019,Vehicle Lease,717.51
10/04/2020,Office Supplies,1353.59
25/02/2022,Rent,685.00
06/03/2021,Rent,1498.36
26/09/2021,Rent,1177.91
14/04/2020,Office Supplies,430.61
08/10/2021,Office Supplies,966.46
07/02/2020,Vehicle Lease,322.78
08/03/2022,Salaries & Benefits,656.34
29/10/2022,Utilities,966.02
15/01/2022,Rent,125.93
26/08/2020,Meals & Entertainment,965.01
25/08/2019,Rent,491.80
12/05/2022,Vehicle Lease,1000.80
29/04/2021,Salaries & Benefits,1243.46
01/08/2020,Salaries & Benefits,1098.52
23/10/2019,Salaries & Benefits,1227.22
26/06/2021,Rent,235.72
14/05/2019,Rent,238.71
25/10/2022,Vehicle Lease,931.05
15/03/2022,Salaries & Benefits,1395.23
12/04/2020,Vehicle Lease,456.00
18/04/2020,Office Supplies,1216.27
20/08/2020,Rent,1189.34
12/12/2021,Vehicle Lease,433.48
16/10/2021,Office Supplies,398.00
13/06/2021,Fuel,1130.80
05/08/2019,Office Supplies,1206.33
17/01/2019,Vehicle Lease,1198.85
09/11/2021,Office Supplies,930.62
26/01/2022,Vehicle Lease,1257.37
07/04/2019,Vehicle Lease,1316.79
27/04/2020,Meals & Entertainment,1234.02
27/03/2022,Rent,1391.44
04/12/2022,Fuel,819.20
04/09/2019,Fuel,762.93
05/02/2020,Utilities,642.09
23/05/2019,Utilities,1288.13
13/04/2021,Fuel,334.33
23/04/2022,Vehicle Lease,1160.42
24/11/2022,Office Supplies,824.06
08/03/2019,Vehicle Lease,1216.53
30/08/2020,Office Supplies,213.76
12/10/2019,Rent,776.20
14/07/2019,Rent,517.30
03/01/2020,Rent,149.28
22/02/2022,Meals & Entertainment,1254.37
26/01/2021,Meals & Entertainment,1142.09
27/11/2021,Vehicle Lease,312.61
20/10/2021,Meals & Entertainment,1120.36
30/11/2021,Meals & Entertainment,134.03
24/08/2022,Utilities,1340.11
12/01/2019,Fuel,778.20
05/03/2019,Meals & Entertainment,1506.34
05/11/2022,Fuel,176.82
16/12/2019,Meals & Entertainment,322.98
15/08/2019,Utilities,1325.94
21/09/2021,Rent,171.92
13/06/2021,Salaries & Benefits,392.44
14/07/2019,Office Supplies,769.53
25/08/2019,Fuel,382.56
15/01/2021,Office Supplies,112.51
29/08/2022,Salaries & Benefits,106.38
17/06/2021,Office Supplies,947.31
14/01/2020,Fuel,479.43
19/04/2021,Office Supplies,535.48
29/10/2021,Fuel,711.38
14/05/2022,Fuel,386.31
08/07/2020,Office Supplies,1521.32
25/09/2022,Fuel,777.21
22/01/2021,Meals & Entertainment,927.96
28/03/2022,Utilities,1466.74
16/08/2021,Salaries & Benefits,889.60
07/06/2019,Utilities,820.56
22/11/2020,Meals & Entertainment,1330.63
20/02/2021,Salaries & Benefits,699.87
29/08/2019,Meals & Entertainment,1346.07
18/02/2019,Office Supplies,838.79
16/10/2019,Office Supplies,1075.70
15/05/2021,Meals & Entertainment,1377.12
02/01/2021,Rent,419.38
19/10/2020,Vehicle Lease,395.30
10/05/2019,Utilities,231.20
14/02/2021,Salaries & Benefits,968.38
01/02/2020,Meals & Entertainment,792.88
22/01/2022,Fuel,541.78
20/06/2022,Utilities,84.91
20/03/2022,Rent,408.85
31/08/2019,Salaries & Benefits,956.62
07/02/2021,Utilities,145.75
08/03/2020,Utilities,1222.01
08/01/2021,Vehicle Lease,762.50
15/09/2019,Fuel,897.06
09/12/2020,Office Supplies,199.31
02/04/2021,Rent,590.84
18/11/2022,Rent,344.41
29/06/2022,Meals & Entertainment,651.20
19/09/2021,Meals & Entertainment,851.17
25/01/2020,Fuel,852.87
18/02/2019,Fuel,690.73
17/05/2020,Utilities,908.01
09/04/2022,Salaries & Benefits,1249.98
24/04/2019,Utilities,235.91
18/08/2019,Utilities,1461.64
05/06/2022,Utilities,1414.77
27/07/2019,Office Supplies,108.22
19/05/2020,Meals & Entertainment,1330.84
11/06/2020,Rent,1313.60
23/10/2019,Office Supplies,848.31
12/04/2021,Office Supplies,1231.51
15/11/2021,Utilities,457.88
12/11/2021,Fuel,1264.69
14/12/2021,Office Supplies,703.77
26/03/2021,Fuel,1319.23
17/11/2020,Meals & Entertainment,138.87
26/04/2019,Salaries & Benefits,1341.97
02/11/2021,Vehicle Lease,147.49
06/07/2021,Office Supplies,212.75
22/12/2021,Vehicle Lease,134.92
30/01/2019,Salaries & Benefits,275.13
31/03/2021,Fuel,319.43
28/09/2022,Fuel,1162.14
22/08/2020,Salaries & Benefits,927.22
28/12/2022,Meals & Entertainment,315.25
09/10/2022,Rent,348.50
24/04/2022,Vehicle Lease,553.53
05/12/2019,Rent,454.88
12/05/2022,Fuel,255.27
10/08/2021,Rent,870.15
18/11/2020,Vehicle Lease,1217.04
28/11/2021,Utilities,1387.17
26/09/2022,Fuel,972.06
20/02/2022,Vehicle Lease,1410.34
20/04/2022,Salaries & Benefits,138.26
22/02/2021,Vehicle Lease,459.51
06/07/2022,Rent,255.85
24/11/2021,Rent,792.11
14/06/2020,Vehicle Lease,290.91
16/02/2020,Meals & Entertainment,1368.10
07/06/2022,Salaries & Benefits,991.41
29/11/2019,Office Supplies,264.47
12/09/2019,Fuel,781.43
20/06/2019,Utilities,1506.92
20/07/2021,Rent,520.92
17/02/2021,Salaries & Benefits,952.82
06/10/2022,Meals & Entertainment,1391.92
18/08/2020,Vehicle Lease,362.20
06/11/2020,Utilities,673.43
25/10/2019,Fuel,1373.26
24/04/2019,Rent,220.35
03/12/2019,Salaries & Benefits,1447.51
15/10/2019,Utilities,218.74
23/05/2019,Fuel,177.07
23/10/2019,Salaries & Benefits,1507.66
20/03/2021,Utilities,496.00
16/07/2022,Utilities,1056.89
22/08/2022,Rent,1437.65
09/06/2022,Fuel,231.15
13/11/2021,Rent,1098.43
13/10/2022,Fuel,992.34
10/11/2020,Salaries & Benefits,973.34
25/05/2021,Fuel,1354.71
24/02/2019,Utilities,776.65
29/09/2019,Office Supplies,889.76
22/11/2022,Meals & Entertainment,386.79
25/08/2021,Utilities,979.39
19/07/2022,Meals & Entertainment,1018.52
18/04/2019,Vehicle Lease,461.44
22/02/2020,Utilities,113.46
02/04/2019,Meals & Entertainment,1519.25
27/12/2019,Salaries & Benefits,107.61
06/12/2019,Salaries & Benefits,518.35
11/08/2020,Meals & Entertainment,337.47
02/01/2022,Fuel,381.07
29/09/2022,Office Supplies,1497.61
14/04/2019,Fuel,428.03
16/08/2021,Office Supplies,315.97
02/12/2020,Meals & Entertainment,236.28
09/10/2022,Office Supplies,1346.41
17/04/2021,Utilities,700.55
18/10/2020,Rent,1178.19
28/07/2022,Meals & Entertainment,1469.12
09/04/2020,Utilities,271.88
01/08/2019,Salaries & Benefits,639.55
06/05/2020,Vehicle Lease,898.56
20/12/2022,Utilities,733.82
08/08/2020,Meals & Entertainment,799.92
24/01/2020,Utilities,534.99
19/08/2021,Fuel,697.36
12/07/2020,Rent,993.94
02/12/2021,Meals & Entertainment,172.28
17/12/2019,Fuel,880.77
13/08/2020,Rent,1485.73
24/10/2021,Utilities,727.02
28/02/2020,Office Supplies,1510.92
11/07/2021,Vehicle Lease,1066.00
08/08/2019,Office Supplies,802.68
18/10/2020,Vehicle Lease,393.86
21/05/2019,Meals & Entertainment,921.13
03/06/2020,Utilities,1513.68
24/12/2022,Office Supplies,694.53
10/06/2020,Salaries & Benefits,673.78
15/02/2021,Office Supplies,163.50
31/07/2020,Salaries & Benefits,930.50
16/11/2022,Meals & Entertainment,1394.16
09/04/2021,Vehicle Lease,1168.89
03/04/2021,Vehicle Lease,1498.82
10/11/2019,Vehicle Lease,772.67
31/05/2021,Salaries & Benefits,911.33
26/12/2021,Rent,685.27
06/10/2021,Fuel,1270.76
12/02/2019,Fuel,104.20
07/01/2020,Utilities,204.92
02/12/2022,Meals & Entertainment,384.72
08/07/2022,Office Supplies,655.71
24/05/2022,Meals & Entertainment,1213.02
22/05/2020,Utilities,922.16
26/02/2019,Fuel,890.66
20/10/2022,Fuel,1439.72
27/11/2020,Office Supplies,728.39
09/09/2021,Meals & Entertainment,1446.60
14/10/2019,Meals & Entertainment,1119.29
13/11/2021,Meals & Entertainment,245.33
20/09/2020,Utilities,248.26
25/01/2022,Utilities,412.31
23/06/2019,Vehicle Lease,1385.98
20/08/2019,Fuel,531.98
06/01/2022,Vehicle Lease,1034.54
16/07/2021,Meals & Entertainment,1184.12
03/06/2020,Fuel,694.55
24/01/2020,Salaries & Benefits,435.02
09/07/2022,Meals & Entertainment,369.49
06/11/2019,Office Supplies,1401.62
16/03/2019,Salaries & Benefits,331.84
16/08/2019,Utilities,1452.16
27/08/2020,Fuel,1191.24
16/11/2020,Vehicle Lease,385.99
04/08/2020,Fuel,1440.42
30/07/2020,Salaries & Benefits,152.09
09/11/2022,Vehicle Lease,1204.19
29/01/2020,Vehicle Lease,210.70
05/01/2019,Fuel,289.51
26/03/2019,Fuel,522.46
18/01/2022,Vehicle Lease,1286.43
02/10/2019,Rent,1217.07
05/05/2021,Utilities,1445.05
14/04/2019,Vehicle Lease,161.26
13/03/2021,Salaries & Benefits,1299.43
07/07/2021,Rent,1290.61
03/06/2019,Meals & Entertainment,363.92
03/09/2021,Vehicle Lease,1263.08
04/02/2021,Office Supplies,953.00
03/08/2022,Vehicle Lease,1270.28
11/05/2019,Meals & Entertainment,1253.55
24/08/2022,Rent,453.22
